#,Word,Pinyin,Part of speech,Simple Native‑Speaker Definition (in 简单话),isAtomic,modifyee,qualifiers,comment (native thinking & specificity note),speaking commonality index,writing commonality index,isIgnored
695,类似,lèisì,verb (similar),差不多像,FALSE,像,差不多,Native thinks: “similar to.” Not atomic; defined as 差不多.,70,80,
829,类别,lèibié,noun,种类,FALSE,种类,—,Native thinks: “category.” Use 种类.,55,70,
696,类型,lèixíng,noun (type),种类,FALSE,种类,—,"Native thinks: “category, kind.” Use 种类. Not atomic.",70,85,
389,粉,fěn,noun / adjective,粉 / 粉色,FALSE,粉 / 颜色,色,Native thinks: “powder” or “pink color.”,65,60,
836,粒,lì,noun / measure word,小小的圆东西 / 一个小东西,FALSE,小东西,圆,Native thinks: “grain” or “measure for small round things.”,65,60,
105,粗,cū,"adjective (coarse, rough, thick)",不细，表面不平,FALSE,细,不,Native thinks: “not thin; uneven surface.” Not atomic; defined via 不细.,70,65,
106,粗心,cūxīn,adjective (careless),心里不细，容易错,FALSE,心,不细，容易错,"Native thinks: “mind not careful, easy to make mistakes.” Not atomic; defined via 心 + 不细.",70,65,
1656,粘,zhān,verb,贴,FALSE,贴,—,"Native thinks: “to stick, glue.” Use 贴.",65,55,
1657,粘贴,zhāntiē,verb,贴,FALSE,贴,—,"Native thinks: “to stick, paste.” Use 贴.",65,60,
1737,粥,zhōu,noun,稀饭,FALSE,稀饭,—,Native thinks: “porridge.”,70,55,
718,粮食,liángshi,noun (grain),吃的谷,FALSE,谷,吃,Native thinks: “edible grains.” Not atomic; defined as 吃的谷物.,75,80,
1791,粽子,zòngzi,noun,糯米包,FALSE,包,糯米,"Native thinks: “zongzi, sticky rice dumpling.”",65,50,
721,精准,jīngzhǔn,adjective,很准,FALSE,准,很,"Native thinks: “accurate, precise.”",50,70,
622,精力,jīnglì,"noun (energy, vigor)",做事的力气,FALSE,力气,做事,Native thinks: “the energy to do things.” Not atomic; defined as 做事的力气.,70,80,
395,精彩,jīngcǎi,"adjective (brilliant, wonderful)",很好，让人喜欢,FALSE,好,很，让人喜欢,"Native thinks: “very good, pleasing.” Not atomic; defined via 很好 + 让人喜欢.",70,80,
718,精心,jīngxīn,adjective,很用心,FALSE,用心,很,"Native thinks: “meticulously, carefully.”",55,70,
714,精确,jīngquè,adjective,一点不差,FALSE,准,一点不差,"Native thinks: “accurate, precise.”",50,75,
623,精神,jīngshen,noun/adjective (spirit; lively),心里和想法；有活力的,FALSE,心/活力,想法/有,Native thinks: “mind and thinking; also energetic.” Not atomic; two senses.,80,85,
713,精美,jīngměi,adjective,又细又好看,FALSE,好看,细,"Native thinks: “exquisite, delicate and beautiful.”",50,70,
720,精致,jīngzhì,adjective,做得非常细,FALSE,细,非常,"Native thinks: “delicate, refined.”",50,70,
717,精通,jīngtōng,verb,非常懂,FALSE,懂,非常,"Native thinks: “to master, be proficient in.”",50,70,
350,糖,táng,"noun (candy, sugar)",甜的吃的东西,FALSE,东西,甜，吃,Native thinks: “something sweet to eat.” Not atomic; defined via 东西 + 甜 + 吃.,80,70,
1267,糖果,tángguǒ,noun,甜的吃的,FALSE,吃的,甜,Native thinks: “candy.”,70,50,
1448,糟,zāo,adjective (bad),不好,FALSE,好,不,Native thinks: “not good.” Not atomic; defined as 不好.,70,65,
1449,糟糕,zāogāo,adjective (terrible),糟,FALSE,糟,—,Native thinks: “same as 糟.” Use 糟. Not atomic.,75,70,
539,系,jì,verb (to tie),用绳或带子捆,FALSE,捆,绳/带子,Native thinks: “to fasten with rope or string.” Not atomic; defined as 捆住.,65,70,
1226,系,xì,"noun (department, system)",学校里的一个部门,FALSE,部门,学校,Native thinks: “a division in a school.” Not atomic; defined as 学院下的部门.,70,85,
1410,系列,xìliè,noun,一个一个连着,FALSE,连着,一个一个,Native thinks: “series.”,60,75,
1229,系统,xìtǒng,noun/adjective (system; systematic),多个部分一起工作,FALSE,部分,一起工作,Native thinks: “many parts working together.” Not atomic; defined as 一套.,75,90,
1246,素质,sùzhì,noun,一个人本来的样子,FALSE,样子,人本来,"Native thinks: “quality, caliber (inherent).”",55,75,
607,紧,jǐn,adjective/verb (tight; to tighten),(atomic – not loose),TRUE,—,—,Native thinks: “firmly fixed; also to make tight.” Basic adjective; atomic.,75,75,
611,紧密,jǐnmì,"adjective (close, tight)",很紧，很近,FALSE,紧,近,"Native thinks: “very tight, very close.” Not atomic; defined as 很紧.",65,80,
391,紧张,jǐnzhāng,"adjective (nervous, tense)",心里怕，身体硬,FALSE,心,怕，身体硬,"Native thinks: “heart afraid, body stiff.” Not atomic; defined via 怕 + 身体硬.",75,75,
608,紧急,jǐnjí,adjective (urgent),需要很快做,FALSE,需要,很快做,Native thinks: “requiring immediate action.” Not atomic; defined as 需要快做.,70,80,
1572,紫,zǐ,adjective (purple),(atomic – color between red and blue),TRUE,—,—,Native thinks: “the color of some flowers.” Basic color; atomic.,70,65,
88,累,lèi,adjective/verb (tired; to tire),(atomic – needing rest),TRUE,—,—,"Native thinks: “lacking energy, needing rest.” Basic adjective; atomic.",85,80,
363,繁忙,fánmáng,adjective,事很多，忙,FALSE,忙,事很多,Native thinks: “busy with many things.”,55,70,
365,繁殖,fánzhí,verb,动物生小动物,FALSE,生,动物，小动物,Native thinks: “animals give birth to young.”,50,65,
329,繁荣,fánróng,adjective/verb (prosperous; to prosper),发展好，兴旺,FALSE,发展,好，兴旺,Native thinks: “well developed and thriving.” Not atomic; defined as 发展好.,65,80,
731,纠正,jiūzhèng,verb,把错的改成对的,FALSE,改,错的对的,"Native thinks: “to correct, rectify.”",55,75,
730,纠纷,jiūfēn,noun,人和人之间吵,FALSE,吵,人和人之间,Native thinks: “dispute.”,50,70,
483,红,hóng,adjective (red),(atomic – color of blood),TRUE,—,—,Native thinks: “the color of blood and fire.” Basic adjective; atomic.,85,80,
295,红包,hóngbāo,noun (red envelope),红纸包，装钱给人,FALSE,包,红纸，装钱,Native thinks: “a red paper packet with money inside given as gift.” Not atomic; defined via 包 + 红 + 装钱.,70,65,
170,红绿灯,hóng‑lǜdēng,noun (traffic light),路上红绿黄的灯，让车停或走,FALSE,灯,路上，红绿黄，让车停走,"Native thinks: “red, green, yellow lights on the road to make cars stop or go.” Not atomic; defined via 灯 + 红绿黄 + 让车停走.",75,70,
55,红色,hóngsè,noun (red),红的颜色,FALSE,颜色,红,Native thinks: “the color red.” Not atomic; defined as 红的颜色.,80,75,
54,红茶,hóngchá,noun (black tea),红色的茶,FALSE,茶,红色,Native thinks: “tea that is red in color.” Not atomic; defined as 红色的茶.,75,70,
906,约,yuē,verb/adverb (to arrange; about),说好；大概,FALSE,说/大概,—,Native thinks: “to agree on a time; approximately.” Not atomic; two senses.,75,80,
907,约会,yuēhuì,verb/noun (to date; appointment),约了见面,FALSE,约,见,Native thinks: “to arrange to meet.” Not atomic; defined as 约见.,70,70,
1436,约定,yuēdìng,verb (to agree on),双方说好,FALSE,说好,双方,Native thinks: “to agree between both sides.” Not atomic; defined as 说好.,70,80,
1628,约束,yuēshù,verb,管,FALSE,管,—,"Native thinks: “to restrain, bind.” Use 管.",55,70,
526,级,jí,"noun/classifier (level, grade; measure for steps)",(atomic – a rank or step),TRUE,—,—,Native thinks: “a degree or level in a series.” Basic; atomic. Classifier ignored.,70,80,
542,纪录,jìlù,noun (record achievement),最好的成绩,FALSE,成绩,最好,Native thinks: “the best performance ever.” Not atomic; defined as 最好的成绩.,70,80,
543,纪录片,jìlùpiàn,noun (documentary),记录真实事的东西,FALSE,电影,记录真事,Native thinks: “a film that records real events.” Not atomic; defined as 记录真事的电影.,70,80,
624,纪律,jìlǜ,noun,大家要守的规定,FALSE,规定,大家要守,Native thinks: “rules everyone must follow.”,60,75,
545,纪念,jìniàn,verb/noun (to commemorate; souvenir),记住人或有意义的事,FALSE,记住,人/事,Native thinks: “to remember a person or meaningful event.” Not atomic; defined as 记住.,70,80,
546,纪念日,jìniànrì,noun (anniversary),值得记住的日子,FALSE,日子,值得记住,Native thinks: “a day worth remembering.” Not atomic; defined as 值得记住的日子.,65,75,
217,纯,chún,adjective / adverb,没有加别的东西,FALSE,没有,加别的东西,Native thinks: “without adding other things.”,55,70,
350,纷纷,fēnfēn,adjective/adverb (one after another),很多一个接一个,FALSE,很多,一个接一个,Native thinks: “many in succession.” Not atomic; defined as 一个接一个.,65,75,
476,纸,zhǐ,noun (paper),(atomic – material for writing),TRUE,—,—,Native thinks: “thin material for writing or wrapping.” Basic object; keep atomic.,90,85,
954,纸巾,zhǐjīn,noun (tissue paper),软的纸,FALSE,纸,软,Native thinks: “soft paper.” Not atomic; defined as 软的纸.,70,65,
1427,线,xiàn,noun / measure word,细长的东西 / 一条,FALSE,东西 / 条,细长,"Native thinks: “thread, line” or measure.",70,70,
799,线上,xiànshàng,noun (online),网上,FALSE,网上,—,Native thinks: “on the internet.” Use 网上. Not atomic.,75,80,
800,线下,xiànxià,noun (offline),不在网上,FALSE,网,不在,Native thinks: “not on the internet.” Not atomic; defined as 不在网上.,70,75,
1432,线索,xiànsuǒ,noun,找到答案的路,FALSE,路,找到答案,Native thinks: “clue.”,55,70,
1241,线路,xiànlù,"noun (line, route)",车或电走的路,FALSE,路,车/电走,Native thinks: “a path for vehicles or electricity.” Not atomic; defined as 路.,70,85,
251,练,liàn,verb (to practice),做很多次来学好,FALSE,做,很多次,Native thinks: “do something many times to learn it well.” Not atomic; defined via 做 + 很多次.,80,75,
252,练习,liànxí,verb/noun (to practice; exercise),同“练”,FALSE,练,—,Native thinks: “same as 练.” Redundant; use 练 instead. Not atomic.,80,80,
987,组,zǔ,noun/verb/classifier (group; to organize),(atomic – a collection of things),TRUE,—,—,Native thinks: “a set or team; also to organize.” Basic noun; atomic.,75,80,
1591,组合,zǔhé,verb/noun (to combine; combination),合在一起,FALSE,合,一起,Native thinks: “to bring together.” Not atomic; defined as 合.,70,85,
1590,组成,zǔchéng,verb (to form),合起来成为,FALSE,合,成为,Native thinks: “to combine into one.” Not atomic; defined as 构成.,75,85,
1593,组织,zǔzhī,verb/noun (to organize; organization),把人或物按规则放一起,FALSE,放,规则，一起,Native thinks: “to put people or things together according to rules.” Not atomic; defined as 安排.,75,90,
791,细,xì,"adjective (thin, detailed)",(atomic – small in thickness; careful),TRUE,—,—,Native thinks: “slender; also meticulous.” Basic adjective; atomic.,75,75,
792,细心,xìxīn,adjective (careful),心里细，注意小地方,FALSE,心,细,"Native thinks: “heart detailed, pays attention.” Not atomic; defined via 心里细.",70,70,
1408,细胞,xìbāo,noun,身体的最小的单位,FALSE,单位,身体最小的,Native thinks: “cell (biological).”,55,70,
1412,细致,xìzhì,adjective,做得非常细,FALSE,细,非常,"Native thinks: “meticulous, careful.”",60,70,
1227,细节,xìjié,noun (detail),小的点,FALSE,点,小,Native thinks: “small points.” Not atomic; defined as 小的点.,70,85,
1409,细菌,xìjūn,noun,很小很小的活物,FALSE,活物,很小很小,Native thinks: “bacteria.”,55,65,
483,终于,zhōngyú,adverb (finally),经过很长时间后发生,FALSE,发生,很长时间后,Native thinks: “happens after a long time.” Not atomic; defined via 发生 + 很长时间后.,80,85,
1721,终点,zhōngdiǎn,noun,最后,FALSE,最后,—,"Native thinks: “end point, destination.” Use 最后.",65,70,
1723,终身,zhōngshēn,noun,一生,FALSE,一生,—,"Native thinks: “lifelong, entire life.” Use 一生.",65,70,
621,经典,jīngdiǎn,noun/adjective (classic; classical),有名的传统作品,FALSE,作品,有名，传统,Native thinks: “famous traditional works.” Not atomic; defined as 有名的传统作品.,70,85,
398,经历,jīnglì,verb/noun (to experience; experience),经过的事,FALSE,事,经过,Native thinks: “events that one has gone through.” Not atomic; defined as 经过的事.,75,80,
716,经商,jīngshāng,verb,做买卖,FALSE,做,买卖,Native thinks: “to engage in business.”,50,70,
74,经常,jīngcháng,adverb (often),很多次,TRUE,次,很多,Native thinks: “many times.” Not atomic; use 很多次.,85,80,
396,经济,jīngjì,noun/adjective (economy; economical),(atomic – wealth and resources),TRUE,—,—,Native thinks: “the wealth and resources of a region.” Basic noun; atomic.,75,90,
218,经理,jīnglǐ,noun (manager),管理公司或部门的人,TRUE,人,管理公司，部门,Native thinks: “person who manages a company or department.” Not atomic.,75,80,
625,经营,jīngyíng,verb (to manage),管理生意,FALSE,管理,生意,Native thinks: “to run a business.” Not atomic; defined as 管生意.,70,85,
217,经过,jīngguò,verb/noun (to pass; process),走过一个地方；事的过程,FALSE,过,地方，过程,"Native thinks: “go past a place; or the course of an event.” Not atomic; verb sense = 走过, noun sense = 过程.",70,80,
399,经验,jīngyàn,noun (experience),从做事中学到的知识,FALSE,知识,从做事学,Native thinks: “knowledge learned from doing.” Not atomic; defined via 知识 + 从做事学.,75,85,
600,结,jié,verb/noun (to tie; knot),(atomic – tie a knot; also result),TRUE,—,—,Native thinks: “to tie; also a knot or result.” Basic verb/noun; atomic.,75,85,
681,结,jiē,verb,树长出果子,FALSE,长出,树，果子,Native thinks: “to bear fruit.”,65,60,
602,结合,jiéhé,verb (to combine),合在一起,FALSE,合,一起,Native thinks: “to join together.” Not atomic; defined as 合在一起.,70,85,
209,结婚,jiéhūn,verb (to marry),两个人变成夫妻,FALSE,变成,两个人，夫妻,Native thinks: “two people become husband and wife.” Not atomic; defined via 变成 + 夫妻.,85,80,
684,结实,jiēshi,adjective,很硬，不容易坏,FALSE,硬,不容易坏,"Native thinks: “sturdy, strong.”",70,65,
688,结尾,jiéwěi,verb / noun,最后收尾 / 最后的部分,FALSE,收 / 部分,最后,Native thinks: “to end” or “ending.”,60,65,
212,结束,jiéshù,verb (to end),完了，没有了,FALSE,完,—,"Native thinks: “finished, no more.” Not atomic; defined as 完 (complete).",85,90,
